FULL_ID_FACILITIES (COMPOSITION OF: STR + ID_REGION + ID_ASL + ID_FACILITIES + COD_ASSISTANCE_TYPE),ID_FCAILITIES,ID_REGION,ID_ASL,TOWN,ID_TOWN,POSTAL_CODE,FACILITIES_TYPE,ID_ANTI_DRUG_CLINIC,ID_COMMUNITY_CENTER,COMMUNITY_CENTER_TYPE,ID_DIALYSIS_CENTER,ID_DIURNAL_CENTER,DIURNAL_CENTER_TYPE,ID_FAMILY_COUNSELLING,ID_HOSPICE,ID_HOSPITAL,ID_LABORATORY,ID_MENTAL HEALTH CENTER,ID_MULTIPLE_SCLEROSIS_CLINIC,ID_POLYCLINIC,ID_PROVINCE_HEALTHCARE_CENTER,ID_PSYCHIATRIC_RESIDENCE,ID_PUBLIC SOCIAL_SERVICE_COMPANY,ID_THERMAL_BATH,ID_TREATMENT_CENTER,FACILITIES_NAME_ITA,VAT_NUMBER (PARTITA_IVA),WEB_SITE,E_MAIL,ADDRESS,PHONE,FAX,ID_ASSISTANCE_TYPE,ASSISTANCE_TYPE_ITA,ASSISTANCE_TYPE,FACILITIES_RELATION_TYPE (INSIDE NHS -> TICKET VISIT OR OUTSIDE NHS -> FULL PRICE VISIT) SSN: SERVIZIO SANITARIO NAZIONALE -> NHS: National Health System,FACILITIES_RELATION_TYPE _ITA,UNIT_TYPE,UNIT_TYPE_ITA,LATITUDE_POINT,LONGITUDE_POINT,DECIMAL_DEGREE_LATITUDE_POINT,DECIMAL_DEGREE_LONGITUDE_POINT
STR042101071501S08,71501,42,101,RABBI,22150,38020,THERMAL BATH,,,,,,,,,,,,,,,,,3,,TERME DI RABBI S.R.L.,1649320221,www.termedirabbi.it,info@termedirabbi.it,LOCALITÀ FONTI DI RABBI  162,463983000,463985070,S08,ASSISTENZA IDROTERMALE,HYDROTHERMAL ACTIVITIES,OUTSIDE NHS,STRUTTURA NON DIRETTAMENTE GESTITA,OTHER TYPE,ALTRO TIPO DI STRUTTURA TERRITORIALE,6891.15.00,13655.01.00,"46,410715","10,818701"
STR042101081801S08,81801,42,101,COMANO TERME,22228,38077,THERMAL BATH,,,,,,,,,,,,,,,,,4,,TERME DI COMANO - AZIENDA CONSORZIALE,180160228,www.termecomano.it,informazioni@termecomano.it,VIA CESARE BATTISTI 161,465701277,465702064,S08,ASSISTENZA IDROTERMALE,HYDROTHERMAL ACTIVITIES,OUTSIDE NHS,STRUTTURA NON DIRETTAMENTE GESTITA,OTHER TYPE,ALTRO TIPO DI STRUTTURA TERRITORIALE,694.34.00,14583.58.00,"46,038914","10,874438"
STR042101081802S01,81802,42,101,COMANO TERME,22228,38077,THERMAL BATH,,,,,,,,,,,,,,,,,5,,AZIENDA CONSORZIALE TERME DI COMANO,180160228,www.termecomano.it,informazioni@termecomano.it,VIA CESARE BATTISTI 161,465701277,465702064,S01,ATTIVITA` CLINICA,CLINICAL ACTIVITIES,OUTSIDE NHS,STRUTTURA NON DIRETTAMENTE GESTITA,"CLINIC, LABORATORY",AMBULATORIO E LABORATORIO,694.34.00,14583.58.00,"46,038914","10,874438"
STR042101082001S08,82001,42,101,CADERZONE TERME,22029,38080,THERMAL BATH,,,,,,,,,,,,,,,,,6,,TERME VAL RENDENA -  FONTE S. ANTONIO S.P.A.,1846020228,www.fontevalrendena.it,info@fontevalrendena.it,VIA DAMIANO CHIESA  2,465806069,465806403,S08,ASSISTENZA IDROTERMALE,HYDROTHERMAL ACTIVITIES,OUTSIDE NHS,STRUTTURA NON DIRETTAMENTE GESTITA,OTHER TYPE,ALTRO TIPO DI STRUTTURA TERRITORIALE,2212.15.00,12619.52.00,"46,129975","10,756592"
STR042101110211S08,110211,42,101,POZZA DI FASSA,22145,38036,THERMAL BATH,,,,,,,,,,,,,,,,,7,,SOCIETA' TERME DOLOMIA S.R.L.,1167750221,www.termedolomia.it,info@termedolomia.it,STRADA DOLOMITES  58,462762567,462763232,S08,ASSISTENZA IDROTERMALE,HYDROTHERMAL ACTIVITIES,OUTSIDE NHS,STRUTTURA NON DIRETTAMENTE GESTITA,OTHER TYPE,ALTRO TIPO DI STRUTTURA TERRITORIALE,7111.47.00,11456.48.00,"46,423947","11,686748"
STR042101051401S01,51401,42,101,TRENTO,22205,38122,TREATMENT CENTER,,,,,,,,,,,,,,,,,,1,CASA DI CURA VILLA BIANCA SPA,123990228,,vb@villabiancatrento.it,VIA PIAVE  78,461916000,461916874,S01,ATTIVITA` CLINICA,CLINICAL ACTIVITIES,OUTSIDE NHS,STRUTTURA NON DIRETTAMENTE GESTITA,"CLINIC, LABORATORY",AMBULATORIO E LABORATORIO,1097.17.00,2122.37.00,"46,063077","11,126697"
STR042101051401S02,51401,42,101,TRENTO,22205,38122,TREATMENT CENTER,,,,,,,,,,,,,,,,,,2,CASA DI CURA VILLA BIANCA SPA,123990228,,vb@villabiancatrento.it,VIA PIAVE  78,461916000,461916874,S02,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,INSTRUMENTAL IMAGING AND DIAGNOSIS,OUTSIDE NHS,STRUTTURA NON DIRETTAMENTE GESTITA,"CLINIC, LABORATORY",AMBULATORIO E LABORATORIO,1097.17.00,2122.37.00,"46,063077","11,126697"
STR042101051401S03,51401,42,101,TRENTO,22205,38122,TREATMENT CENTER,,,,,,,,,,,,,,,,,,3,CASA DI CURA VILLA BIANCA SPA,123990228,,vb@villabiancatrento.it,VIA PIAVE  78,461916000,461916874,S03,ATTIVITA` DI LABORATORIO,LABORATORY ACTIVITIES,OUTSIDE NHS,STRUTTURA NON DIRETTAMENTE GESTITA,"CLINIC, LABORATORY",AMBULATORIO E LABORATORIO,1097.17.00,2122.37.00,"46,063077","11,126697"
STR042101091101S01,91101,42,101,ARCO,22006,38062,TREATMENT CENTER,,,,,,,,,,,,,,,,,,4,CASA DI CURA EREMO,681710224,www.eremoarco.it,info@eremoarco.it,VIA XXI APRILE  1,464588666,464588668,S01,ATTIVITA` CLINICA,CLINICAL ACTIVITIES,OUTSIDE NHS,STRUTTURA NON DIRETTAMENTE GESTITA,"CLINIC, LABORATORY",AMBULATORIO E LABORATORIO,15369.41.00,14517.24.00,"45,919481","10,870444"
STR042101091101S02,91101,42,101,ARCO,22006,38062,TREATMENT CENTER,,,,,,,,,,,,,,,,,,5,CASA DI CURA EREMO,681710224,www.eremoarco.it,info@eremoarco.it,VIA XXI APRILE  1,464588666,464588668,S02,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,INSTRUMENTAL IMAGING AND DIAGNOSIS,OUTSIDE NHS,STRUTTURA NON DIRETTAMENTE GESTITA,"CLINIC, LABORATORY",AMBULATORIO E LABORATORIO,15369.41.00,14517.24.00,"45,919481","10,870444"
STR042101100701S01,100701,42,101,ROVERETO,22161,38068,TREATMENT CENTER,,,,,,,,,,,,,,,,,,6,CASA DI CURA SOLATRIX S.P.A.,311150221,www.casadicurasolatrix.it,info@casadicurasolatrix.it,VIA BELLINI  11,464491111,464491345,S01,ATTIVITA` CLINICA,CLINICAL ACTIVITIES,OUTSIDE NHS,STRUTTURA NON DIRETTAMENTE GESTITA,"CLINIC, LABORATORY",AMBULATORIO E LABORATORIO,15028.04.00,770.08.00,"45,898984","11,045548"
STR042101100701S02,100701,42,101,ROVERETO,22161,38068,TREATMENT CENTER,,,,,,,,,,,,,,,,,,7,CASA DI CURA SOLATRIX S.P.A.,311150221,www.casadicurasolatrix.it,info@casadicurasolatrix.it,VIA BELLINI  11,464491111,464491345,S02,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,INSTRUMENTAL IMAGING AND DIAGNOSIS,OUTSIDE NHS,STRUTTURA NON DIRETTAMENTE GESTITA,"CLINIC, LABORATORY",AMBULATORIO E LABORATORIO,15028.04.00,770.08.00,"45,898984","11,045548"
STR042101100701S03,100701,42,101,ROVERETO,22161,38068,TREATMENT CENTER,,,,,,,,,,,,,,,,,,8,CASA DI CURA SOLATRIX S.P.A.,311150221,www.casadicurasolatrix.it,info@casadicurasolatrix.it,VIA BELLINI  11,464491111,464491345,S03,ATTIVITA` DI LABORATORIO,LABORATORY ACTIVITIES,OUTSIDE NHS,STRUTTURA NON DIRETTAMENTE GESTITA,"CLINIC, LABORATORY",AMBULATORIO E LABORATORIO,15028.04.00,770.08.00,"45,898984","11,045548"
,,,,,,,,,,,,,,,,,,,,,,,,,,AGSAT ASSOCIAZIONE GENITORI SOGGETTI AUTISTICI TRENTINI,1915050221,www.agsat.org,segreteria@agsat.org,VIA MARONI  15,461420351,461427544,S01,ATTIVITA` CLINICA,CLINICAL ACTIVITIES,OUTSIDE NHS,STRUTTURA NON DIRETTAMENTE GESTITA,"CLINIC, LABORATORY",AMBULATORIO E LABORATORIO,1326.42.00,1922.44.00,"46,076842","11,114704"
